claim_id,manuscript_section,line,text,text_sha256,claim_family,dataset,unit,estimand,result_row_keys,generator_script,input_manifest,gate,status,action,reason
R009-C036,5.1 风险—覆盖曲线与 AURC,113,按 $s_i$ 降序排列实例。覆盖率 $c=k/n$ 时保留前 $k$ 个预测，选择性风险为,d6bca9c0b3d2071a35dc485e4809b148660dd65f5901b54b92178e8cf91a2d35,measurement definition,multiple_or_not_explicit,evaluation unit,orientation-specific measurement,NOT_RUN_PROVENANCE,top_journal_v3_reaudit_055/paper_A_orientation_protocol/scripts/run_a4_fixed_dose_r009.py,top_journal_v3_reaudit_055/paper_A_orientation_protocol/reports/a4_raw_prediction_inventory_r009.csv,INCONCLUSIVE_PROVENANCE_R009,QUALIFIED,QUALIFY,Core provenance 未闭合；仅保留测量边界，不作新增数字或认证主张。
R009-C037,5.1 风险—覆盖曲线与 AURC,119,其中 $(j)$ 表示分数降序后的索引。离散 AURC 为,f912d88d39c63ebfaafe0aa607b143a2869862db05b12b13a28513ca60e98bb4,NRC/AURC,multiple_or_not_explicit,evaluation unit,orientation-specific measurement,NOT_RUN_PROVENANCE,top_journal_v3_reaudit_055/paper_A_orientation_protocol/scripts/run_a4_fixed_dose_r009.py,top_journal_v3_reaudit_055/paper_A_orientation_protocol/reports/a4_raw_prediction_inventory_r009.csv,INCONCLUSIVE_PROVENANCE_R009,QUALIFIED,QUALIFY,Core provenance 未闭合；仅保留测量边界，不作新增数字或认证主张。
R009-C038,5.1 风险—覆盖曲线与 AURC,122,\operatorname{AURC}(s)=\frac{1}{n}\sum_{k=1}^{n}R_s(k/n).,d92960db2dc121a7a458526aa22b7cd797208d8aa85a8b3c8aefb69f1ac36794,NRC/AURC,multiple_or_not_explicit,evaluation unit,orientation-specific measurement,NOT_RUN_PROVENANCE,top_journal_v3_reaudit_055/paper_A_orientation_protocol/scripts/run_a4_fixed_dose_r009.py,top_journal_v3_reaudit_055/paper_A_orientation_protocol/reports/a4_raw_prediction_inventory_r009.csv,INCONCLUSIVE_PROVENANCE_R009,QUALIFIED,QUALIFY,Core provenance 未闭合；仅保留测量边界，不作新增数字或认证主张。
R009-C039,5.2 归一化风险—覆盖面积,127,### 5.2 归一化风险—覆盖面积,65c3edaa2f64d40266e00132f592b9551c8e64b478875ef53655075a3700f803,measurement definition,multiple_or_not_explicit,evaluation unit,orientation-specific measurement,NOT_RUN_PROVENANCE,top_journal_v3_reaudit_055/paper_A_orientation_protocol/scripts/run_a4_fixed_dose_r009.py,top_journal_v3_reaudit_055/paper_A_orientation_protocol/reports/a4_raw_prediction_inventory_r009.csv,INCONCLUSIVE_PROVENANCE_R009,QUALIFIED,QUALIFY,Core provenance 未闭合；仅保留测量边界，不作新增数字或认证主张。
R009-C040,5.2 归一化风险—覆盖面积,129,不同数据集和检测器的基础角误差不同。令 oracle 按真实风险从小到大排序，random 的期望选择性风险等于全体均值，定义,7b6d9c38e66a5e6c6db4397b631b9e5afb15f0a356af0d65e908cbd383527bf7,measurement definition,multiple_or_not_explicit,evaluation unit,orientation-specific measurement,NOT_RUN_PROVENANCE,top_journal_v3_reaudit_055/paper_A_orientation_protocol/scripts/run_a4_fixed_dose_r009.py,top_journal_v3_reaudit_055/paper_A_orientation_protocol/reports/a4_raw_prediction_inventory_r009.csv,INCONCLUSIVE_PROVENANCE_R009,QUALIFIED,QUALIFY,Core provenance 未闭合；仅保留测量边界，不作新增数字或认证主张。
R009-C041,5.2 归一化风险—覆盖面积,132,\operatorname{NRC}(s)=,91c40b7d108d192ac7cf87884604583530d15f7027662059ded6df69c348b279,NRC/AURC,multiple_or_not_explicit,evaluation unit,orientation-specific measurement,NOT_RUN_PROVENANCE,top_journal_v3_reaudit_055/paper_A_orientation_protocol/scripts/run_a4_fixed_dose_r009.py,top_journal_v3_reaudit_055/paper_A_orientation_protocol/reports/a4_raw_prediction_inventory_r009.csv,INCONCLUSIVE_PROVENANCE_R009,QUALIFIED,QUALIFY,Core provenance 未闭合；仅保留测量边界，不作新增数字或认证主张。
R009-C042,5.2 归一化风险—覆盖面积,133,\frac{\operatorname{AURC}(s)-\operatorname{AURC}_{\mathrm{oracle}}},ba1b0a03327e3987abfbe06d3583acf881ab5b92230aaf6214295b7d3c86916e,NRC/AURC,multiple_or_not_explicit,evaluation unit,orientation-specific measurement,NOT_RUN_PROVENANCE,top_journal_v3_reaudit_055/paper_A_orientation_protocol/scripts/run_a4_fixed_dose_r009.py,top_journal_v3_reaudit_055/paper_A_orientation_protocol/reports/a4_raw_prediction_inventory_r009.csv,INCONCLUSIVE_PROVENANCE_R009,QUALIFIED,QUALIFY,Core provenance 未闭合；仅保留测量边界，不作新增数字或认证主张。
R009-C043,5.2 归一化风险—覆盖面积,134,{\operatorname{AURC}_{\mathrm{random}}-\operatorname{AURC}_{\mathrm{oracle}}}.,71a44e50ebd11047f457842962c2f3368fe59d3df6dca5a254b258c5e12c1e08,NRC/AURC,multiple_or_not_explicit,evaluation unit,orientation-specific measurement,NOT_RUN_PROVENANCE,top_journal_v3_reaudit_055/paper_A_orientation_protocol/scripts/run_a4_fixed_dose_r009.py,top_journal_v3_reaudit_055/paper_A_orientation_protocol/reports/a4_raw_prediction_inventory_r009.csv,INCONCLUSIVE_PROVENANCE_R009,QUALIFIED,QUALIFY,Core provenance 未闭合；仅保留测量边界，不作新增数字或认证主张。
R009-C044,5.2 归一化风险—覆盖面积,137,- NRC=0：理想风险排序；,838d09a5b29b06b3a514aaa5fae2792e6b7acd0689f8d98f39ca691348ed8569,NRC/AURC,multiple_or_not_explicit,evaluation unit,orientation-specific measurement,NOT_RUN_PROVENANCE,top_journal_v3_reaudit_055/paper_A_orientation_protocol/scripts/run_a4_fixed_dose_r009.py,top_journal_v3_reaudit_055/paper_A_orientation_protocol/reports/a4_raw_prediction_inventory_r009.csv,INCONCLUSIVE_PROVENANCE_R009,QUALIFIED,QUALIFY,Core provenance 未闭合；仅保留测量边界，不作新增数字或认证主张。
R009-C045,5.2 归一化风险—覆盖面积,138,- NRC=1：随机排序基线；,70403995461fbd3e06122f174013188ec5f2e8f302ea9b87da2bad28150cfa09,NRC/AURC,multiple_or_not_explicit,evaluation unit,orientation-specific measurement,NOT_RUN_PROVENANCE,top_journal_v3_reaudit_055/paper_A_orientation_protocol/scripts/run_a4_fixed_dose_r009.py,top_journal_v3_reaudit_055/paper_A_orientation_protocol/reports/a4_raw_prediction_inventory_r009.csv,INCONCLUSIVE_PROVENANCE_R009,QUALIFIED,QUALIFY,Core provenance 未闭合；仅保留测量边界，不作新增数字或认证主张。
R009-C046,5.2 归一化风险—覆盖面积,139,- NRC>1：相对风险反序；,2d3b16f3c04565c323738974234fd75ac1598706bb47efc96e88d3ecfb52fe4c,NRC/AURC,multiple_or_not_explicit,evaluation unit,orientation-specific measurement,NOT_RUN_PROVENANCE,top_journal_v3_reaudit_055/paper_A_orientation_protocol/scripts/run_a4_fixed_dose_r009.py,top_journal_v3_reaudit_055/paper_A_orientation_protocol/reports/a4_raw_prediction_inventory_r009.csv,INCONCLUSIVE_PROVENANCE_R009,QUALIFIED,QUALIFY,Core provenance 未闭合；仅保留测量边界，不作新增数字或认证主张。
R009-C047,5.2 归一化风险—覆盖面积,140,- NRC<1：informative 或 non-reversed ranking，但不表示 calibrated。,cdbd3b94ea6f18eed0a364a074ca2f18ff1a942616b490396b38c40e770bbf69,NRC/AURC,multiple_or_not_explicit,evaluation unit,orientation-specific measurement,NOT_RUN_PROVENANCE,top_journal_v3_reaudit_055/paper_A_orientation_protocol/scripts/run_a4_fixed_dose_r009.py,top_journal_v3_reaudit_055/paper_A_orientation_protocol/reports/a4_raw_prediction_inventory_r009.csv,INCONCLUSIVE_PROVENANCE_R009,QUALIFIED,QUALIFY,Core provenance 未闭合；仅保留测量边界，不作新增数字或认证主张。
R009-C048,5.3 Score menu 与监督分类,155,目标域上界的拟合集、认证标定集与审计集相互独立，但这种独立性不消除其目标域 GT 依赖。它只能估计可观测几何特征所包含的 headroom。,8cb82854a1377678366e1a3806b823b174724909bfcac571c09f57c6ccc64478,historical certification quarantine,multiple_or_not_explicit,evaluation unit,orientation-specific measurement,NOT_RUN_PROVENANCE,top_journal_v3_reaudit_055/paper_A_orientation_protocol/scripts/run_a4_fixed_dose_r009.py,top_journal_v3_reaudit_055/paper_A_orientation_protocol/reports/a4_raw_prediction_inventory_r009.csv,INCONCLUSIVE_PROVENANCE_R009,QUALIFIED,QUALIFY,Core provenance 未闭合；仅保留测量边界，不作新增数字或认证主张。
R009-C049,6 场景级统计与认证可行性审计,157,## 6 场景级统计与认证可行性审计,9fceba9a8b8ca5780a2011fb6d2c11fa19915bb491029f0035825820bbeab58b,historical certification quarantine,multiple_or_not_explicit,evaluation unit,orientation-specific measurement,NOT_RUN_PROVENANCE,top_journal_v3_reaudit_055/paper_A_orientation_protocol/scripts/run_a4_fixed_dose_r009.py,top_journal_v3_reaudit_055/paper_A_orientation_protocol/reports/a4_raw_prediction_inventory_r009.csv,INCONCLUSIVE_PROVENANCE_R009,QUALIFIED,QUALIFY,Core provenance 未闭合；仅保留测量边界，不作新增数字或认证主张。
R009-C050,6.1 Eligible-scene universe 与 abstention,161,对每个 evaluation unit，先固定 baseline eligible-scene universe：只包含至少一个 `ar>=2.1` eligible matched prediction 的原始场景。该 universe 在所有分数、阈值和风险预算下保持不变。,71201a08800d209e38f46557387c6e56713085fcab6b706e69c99039672d3b63,statistical-unit boundary,multiple_or_not_explicit,evaluation unit,orientation-specific measurement,NOT_RUN_PROVENANCE,top_journal_v3_reaudit_055/paper_A_orientation_protocol/scripts/run_a4_fixed_dose_r009.py,top_journal_v3_reaudit_055/paper_A_orientation_protocol/reports/a4_raw_prediction_inventory_r009.csv,INCONCLUSIVE_PROVENANCE_R009,QUALIFIED,QUALIFY,Core provenance 未闭合；仅保留测量边界，不作新增数字或认证主张。
R009-C051,6.1 Eligible-scene universe 与 abstention,163,阈值 $t$ 后，若场景中没有任何保留的 eligible prediction，则该场景记为 **abstained scene**。它进入 nonempty scene rate 的分母，但不以 $L_I=0$ 进入条件风险均值，从而避免通过大量空选择稀释风险。,16803209e41dd7a7fb02120c7642453a10ff13eea0e38462ab91832d5fe97e88,statistical-unit boundary,multiple_or_not_explicit,evaluation unit,orientation-specific measurement,NOT_RUN_PROVENANCE,top_journal_v3_reaudit_055/paper_A_orientation_protocol/scripts/run_a4_fixed_dose_r009.py,top_journal_v3_reaudit_055/paper_A_orientation_protocol/reports/a4_raw_prediction_inventory_r009.csv,INCONCLUSIVE_PROVENANCE_R009,QUALIFIED,QUALIFY,Core provenance 未闭合；仅保留测量边界，不作新增数字或认证主张。
R009-C052,6.1 Eligible-scene universe 与 abstention,165,对非空场景 $I$，定义条件场景损失,d6893fc6896771d6a410908eb09336440b2f688464c7929a64f74d0f4edf4e05,statistical-unit boundary,multiple_or_not_explicit,evaluation unit,orientation-specific measurement,NOT_RUN_PROVENANCE,top_journal_v3_reaudit_055/paper_A_orientation_protocol/scripts/run_a4_fixed_dose_r009.py,top_journal_v3_reaudit_055/paper_A_orientation_protocol/reports/a4_raw_prediction_inventory_r009.csv,INCONCLUSIVE_PROVENANCE_R009,QUALIFIED,QUALIFY,Core provenance 未闭合；仅保留测量边界，不作新增数字或认证主张。
R009-C053,6.1 Eligible-scene universe 与 abstention,172,其中 $S_I(t)$ 为场景中被分数阈值保留的 eligible predictions。另定义 co-primary scene event,b6a4dc75c0d02953aa57e74bb5c046500e69ad87786118948d68caef50960a21,statistical-unit boundary,multiple_or_not_explicit,evaluation unit,orientation-specific measurement,NOT_RUN_PROVENANCE,top_journal_v3_reaudit_055/paper_A_orientation_protocol/scripts/run_a4_fixed_dose_r009.py,top_journal_v3_reaudit_055/paper_A_orientation_protocol/reports/a4_raw_prediction_inventory_r009.csv,INCONCLUSIVE_PROVENANCE_R009,QUALIFIED,QUALIFY,Core provenance 未闭合；仅保留测量边界，不作新增数字或认证主张。
R009-C054,6.1 Eligible-scene universe 与 abstention,178,"对 $L_I\in[0,1]$ 使用 bounded-loss Hoeffding--Bentkus 单侧上界；对二元 $Z_I$ 使用 Clopper--Pearson 单侧上界。实例加权风险仅作为 empirical instance-weighted risk，并使用图像或场景聚类 bootstrap，不构成 instance-i.i.d. 正式保证。",2cd1abfce8613094f68e056788f7d347e00cbae748f198c0953c51124f04bfd8,statistical-unit boundary,multiple_or_not_explicit,evaluation unit,orientation-specific measurement,NOT_RUN_PROVENANCE,top_journal_v3_reaudit_055/paper_A_orientation_protocol/scripts/run_a4_fixed_dose_r009.py,top_journal_v3_reaudit_055/paper_A_orientation_protocol/reports/a4_raw_prediction_inventory_r009.csv,INCONCLUSIVE_PROVENANCE_R009,QUALIFIED,QUALIFY,Core provenance 未闭合；仅保留测量边界，不作新增数字或认证主张。
R009-C055,6.3 历史统计审计边界,195,固定序列 LTT、Hoeffding--Bentkus 和 Clopper--Pearson 仅作为既有统计组件。历史探索性审计曾尝试比较预算、覆盖率和场景单位，但其实现未闭环，因此不作为本文的正式认证证据。,37fa5fc601542f6b94ab8601ceb481b509d8aa3dd1f50aae567a78a7a05ab43f,historical certification quarantine,multiple_or_not_explicit,evaluation unit,orientation-specific measurement,NOT_RUN_PROVENANCE,top_journal_v3_reaudit_055/paper_A_orientation_protocol/scripts/run_a4_fixed_dose_r009.py,top_journal_v3_reaudit_055/paper_A_orientation_protocol/reports/a4_raw_prediction_inventory_r009.csv,INCONCLUSIVE_PROVENANCE_R009,QUALIFIED,QUALIFY,Core provenance 未闭合；仅保留测量边界，不作新增数字或认证主张。
R009-C056,7.1 数据集与检测器,203,AP 由完整预测和完整 GT 通过旋转 IoU、逐类分数排序及一对一贪心匹配计算。可靠性分析基于 provenance-clean full-validation matched predictions。主表仅使用 `ar>=2.1`；匹配实例的筛选不被用作 AP 的替代证据。,f6e4ba2eaad13dffba18dead6296c3e22ce48119723c02ce88a49f3052f30959,measurement definition,multiple_or_not_explicit,evaluation unit,orientation-specific measurement,NOT_RUN_PROVENANCE,top_journal_v3_reaudit_055/paper_A_orientation_protocol/scripts/run_a4_fixed_dose_r009.py,top_journal_v3_reaudit_055/paper_A_orientation_protocol/reports/a4_raw_prediction_inventory_r009.csv,INCONCLUSIVE_PROVENANCE_R009,QUALIFIED,QUALIFY,Core provenance 未闭合；仅保留测量边界，不作新增数字或认证主张。
R009-C057,7.2 完整评测器朝向扰动,205,### 7.2 完整评测器朝向扰动,264e03493029fff4d09b3d7f0d2d2322673cb3316e185f5ead5acda94ebddd3e,measurement definition,multiple_or_not_explicit,evaluation unit,orientation-specific measurement,NOT_RUN_PROVENANCE,top_journal_v3_reaudit_055/paper_A_orientation_protocol/scripts/run_a4_fixed_dose_r009.py,top_journal_v3_reaudit_055/paper_A_orientation_protocol/reports/a4_raw_prediction_inventory_r009.csv,INCONCLUSIVE_PROVENANCE_R009,QUALIFIED,QUALIFY,Core provenance 未闭合；仅保留测量边界，不作新增数字或认证主张。
R009-C058,7.2 完整评测器朝向扰动,207,六个 clean full-validation evaluation units 先运行完整评测器。随后保持 prediction identity、分数、类别、中心、宽和高不变，只改变角度，并重新匹配、重新计算 AP@0.5、AP@0.75 和角误差。已有权威端点将每个可扰动预测沿远离参考角的方向推进至仍位于 IoU 0.50 匹配边界内的最大角度。,624523f7bff50266ed05763f7951f5c8485bf9506373c4c9e8911d22132a4350,full-evaluator AP,multiple_or_not_explicit,evaluation unit,orientation-specific measurement,NOT_RUN_PROVENANCE,top_journal_v3_reaudit_055/paper_A_orientation_protocol/scripts/run_a4_fixed_dose_r009.py,top_journal_v3_reaudit_055/paper_A_orientation_protocol/reports/a4_raw_prediction_inventory_r009.csv,INCONCLUSIVE_PROVENANCE_R009,QUALIFIED,QUALIFY,Core provenance 未闭合；仅保留测量边界，不作新增数字或认证主张。
R009-C059,7.2 完整评测器朝向扰动,209,固定剂量网格预先定义为 0°、2°、5°、10°、15°、20°、25°和30°。但完整六单元所需的原始预测没有全部持久化，因此本文不插值固定剂量 AP，也不报告统一 AP@0.75 knee。经验容忍角采用合法近似：在保持真实预测与 GT 的中心、尺度不变时，沿增加当前角误差的方向，以 0.5° 网格找到固定 matched pair IoU 首次低于 $\tau$ 的角度。该近似不重做竞争匹配或 NMS，故与理想曲线只能比较趋势。,92d957888b172aa31d91626fd1f1e0a6e8b96793e6bf609ce7cff5aa10364e72,full-evaluator AP,multiple_or_not_explicit,evaluation unit,orientation-specific measurement,NOT_RUN_PROVENANCE,top_journal_v3_reaudit_055/paper_A_orientation_protocol/scripts/run_a4_fixed_dose_r009.py,top_journal_v3_reaudit_055/paper_A_orientation_protocol/reports/a4_raw_prediction_inventory_r009.csv,INCONCLUSIVE_PROVENANCE_R009,QUALIFIED,QUALIFY,Core provenance 未闭合；仅保留测量边界，不作新增数字或认证主张。
R009-C060,7.3 不确定性区间,213,排序指标与人工差异使用图像或原始场景为 cluster 的 bootstrap。场景条件风险使用 Hoeffding--Bentkus 有界损失上界，scene event 使用 Clopper--Pearson 上界。所有区间与统计单位一同报告。,9baf9ba941160edf324c44d24a67224a96bfae79e504391a6c73e7774dbfeb4a,statistical-unit boundary,multiple_or_not_explicit,evaluation unit,orientation-specific measurement,NOT_RUN_PROVENANCE,top_journal_v3_reaudit_055/paper_A_orientation_protocol/scripts/run_a4_fixed_dose_r009.py,top_journal_v3_reaudit_055/paper_A_orientation_protocol/reports/a4_raw_prediction_inventory_r009.csv,INCONCLUSIVE_PROVENANCE_R009,QUALIFIED,QUALIFY,Core provenance 未闭合；仅保留测量边界，不作新增数字或认证主张。
R009-C061,8 测量结果,215,## 8 测量结果,f8a8258a327ee229b5b006f9bee8ba2647e32cc5274dff58d13c491e98798e98,measurement definition,multiple_or_not_explicit,evaluation unit,orientation-specific measurement,NOT_RUN_PROVENANCE,top_journal_v3_reaudit_055/paper_A_orientation_protocol/scripts/run_a4_fixed_dose_r009.py,top_journal_v3_reaudit_055/paper_A_orientation_protocol/reports/a4_raw_prediction_inventory_r009.csv,INCONCLUSIVE_PROVENANCE_R009,QUALIFIED,QUALIFY,Core provenance 未闭合；仅保留测量边界，不作新增数字或认证主张。
R009-C062,8.1 Full-validation AP 与朝向扰动,217,### 8.1 Full-validation AP 与朝向扰动,f90be2c1c3f9becda9a417d10a0c3267f883b4c28c69967a04ab38ecd59e09fd,measurement definition,multiple_or_not_explicit,evaluation unit,orientation-specific measurement,NOT_RUN_PROVENANCE,top_journal_v3_reaudit_055/paper_A_orientation_protocol/scripts/run_a4_fixed_dose_r009.py,top_journal_v3_reaudit_055/paper_A_orientation_protocol/reports/a4_raw_prediction_inventory_r009.csv,INCONCLUSIVE_PROVENANCE_R009,QUALIFIED,QUALIFY,Core provenance 未闭合；仅保留测量边界，不作新增数字或认证主张。
R009-C063,8.1 Full-validation AP 与朝向扰动,219,表 2 给出六个完整评测器单元。自适应 IoU 0.50 边界扰动下，六个单元的 $\Delta$AP@0.5 均为 0，而 AP@0.75 下降 0.176--0.399，平均角误差升至 34.42°--40.54°。这证明 AP@0.5 在明确的几何区域内可以对角度弱敏感；它不意味着 AP@0.5 在所有形状、阈值和扰动下完全忽略角度。,4989a91696b98c603a757cec7a96d3cf5b4ec0f3f95ecf69043cf917954157c7,full-evaluator AP,multiple_or_not_explicit,evaluation unit,orientation-specific measurement,NOT_RUN_PROVENANCE,top_journal_v3_reaudit_055/paper_A_orientation_protocol/scripts/run_a4_fixed_dose_r009.py,top_journal_v3_reaudit_055/paper_A_orientation_protocol/reports/a4_raw_prediction_inventory_r009.csv,INCONCLUSIVE_PROVENANCE_R009,QUALIFIED,QUALIFY,Core provenance 未闭合；仅保留测量边界，不作新增数字或认证主张。
R009-C064,8.1 Full-validation AP 与朝向扰动,221,**表 2　完整评测器下的约束朝向扰动**,d65c709d64bbc5bcbdb891ee3d15e142f334bc017c5550cbf6a7ad9b324e70a7,measurement definition,multiple_or_not_explicit,evaluation unit,orientation-specific measurement,NOT_RUN_PROVENANCE,top_journal_v3_reaudit_055/paper_A_orientation_protocol/scripts/run_a4_fixed_dose_r009.py,top_journal_v3_reaudit_055/paper_A_orientation_protocol/reports/a4_raw_prediction_inventory_r009.csv,INCONCLUSIVE_PROVENANCE_R009,QUALIFIED,QUALIFY,Core provenance 未闭合；仅保留测量边界，不作新增数字或认证主张。
R009-C065,8.1 Full-validation AP 与朝向扰动,232,DOTA 的两个 clean full-validation 单元提供额外基线：Oriented R-CNN 的 AP@0.5/AP@0.75 为 0.7061/0.4517，Rotated RTMDet-M 为 0.7161/0.4868。它们不进入不完整的固定剂量网格。,820014c1fab0a46f338f46ba7c516671778f08ae8511a0df96864eb2b0f49159,full-evaluator AP,multiple_or_not_explicit,evaluation unit,orientation-specific measurement,NOT_RUN_PROVENANCE,top_journal_v3_reaudit_055/paper_A_orientation_protocol/scripts/run_a4_fixed_dose_r009.py,top_journal_v3_reaudit_055/paper_A_orientation_protocol/reports/a4_raw_prediction_inventory_r009.csv,INCONCLUSIVE_PROVENANCE_R009,QUALIFIED,QUALIFY,Core provenance 未闭合；仅保留测量边界，不作新增数字或认证主张。
R009-C066,8.2 理想与经验容忍角,234,### 8.2 理想与经验容忍角,b1e8a02a5cfa10a452571da2c74ff8d0d988b9e0d07360b83323525ab7fb04fd,empirical-vs-ideal geometry,multiple_or_not_explicit,evaluation unit,orientation-specific measurement,NOT_RUN_PROVENANCE,top_journal_v3_reaudit_055/paper_A_orientation_protocol/scripts/run_a4_fixed_dose_r009.py,top_journal_v3_reaudit_055/paper_A_orientation_protocol/reports/a4_raw_prediction_inventory_r009.csv,INCONCLUSIVE_PROVENANCE_R009,QUALIFIED,QUALIFY,Core provenance 未闭合；仅保留测量边界，不作新增数字或认证主张。
R009-C067,8.2 理想与经验容忍角,236,表 3 汇总 `ar>=2.1` 的实际几何近似。IoU 0.50 的经验中位容忍角集中在 25°--30°，而 IoU 0.75 为 0°--7.5°；0° 表示部分真实匹配对在基准状态已低于 0.75，而非角度测量失败。中心和尺度偏差显著压缩了高 IoU 容忍度。,5acbb69164e5113c68df79654c32cbe3b3dd898ae289d30d35a787e9976b58ec,empirical-vs-ideal geometry,multiple_or_not_explicit,evaluation unit,orientation-specific measurement,NOT_RUN_PROVENANCE,top_journal_v3_reaudit_055/paper_A_orientation_protocol/scripts/run_a4_fixed_dose_r009.py,top_journal_v3_reaudit_055/paper_A_orientation_protocol/reports/a4_raw_prediction_inventory_r009.csv,INCONCLUSIVE_PROVENANCE_R009,QUALIFIED,QUALIFY,Core provenance 未闭合；仅保留测量边界，不作新增数字或认证主张。
R009-C068,8.2 理想与经验容忍角,238,**表 3　真实几何下固定 matched pair 的经验容忍角**,95db5738de6c3cb710464d94ae16c43647b28e13ed931091875a133ae5178237,empirical-vs-ideal geometry,multiple_or_not_explicit,evaluation unit,orientation-specific measurement,NOT_RUN_PROVENANCE,top_journal_v3_reaudit_055/paper_A_orientation_protocol/scripts/run_a4_fixed_dose_r009.py,top_journal_v3_reaudit_055/paper_A_orientation_protocol/reports/a4_raw_prediction_inventory_r009.csv,INCONCLUSIVE_PROVENANCE_R009,QUALIFIED,QUALIFY,Core provenance 未闭合；仅保留测量边界，不作新增数字或认证主张。
R009-C069,8.2 理想与经验容忍角,249,理想 $\delta_{0.50}(a)$ 与经验 IoU 0.50 容忍度在方向上相符，但真实框的 center、scale、matching 和 NMS 使分布显著扩散。当前证据仅支持部分几何对齐，不能声称已发现跨单元统一的 AP@0.75 knee。,6414e7c8148c749390c9b1359af3d481b2211f40752554b80b635510bd126744,full-evaluator AP,multiple_or_not_explicit,evaluation unit,orientation-specific measurement,NOT_RUN_PROVENANCE,top_journal_v3_reaudit_055/paper_A_orientation_protocol/scripts/run_a4_fixed_dose_r009.py,top_journal_v3_reaudit_055/paper_A_orientation_protocol/reports/a4_raw_prediction_inventory_r009.csv,INCONCLUSIVE_PROVENANCE_R009,QUALIFIED,QUALIFY,Core provenance 未闭合；仅保留测量边界，不作新增数字或认证主张。
R009-C070,8.3 主口径下的排序测量,251,### 8.3 主口径下的排序测量,805fe4e1ca1048965323e20a7e37ae64c67604c3104f5af304c46c0aca28441d,measurement definition,multiple_or_not_explicit,evaluation unit,orientation-specific measurement,NOT_RUN_PROVENANCE,top_journal_v3_reaudit_055/paper_A_orientation_protocol/scripts/run_a4_fixed_dose_r009.py,top_journal_v3_reaudit_055/paper_A_orientation_protocol/reports/a4_raw_prediction_inventory_r009.csv,INCONCLUSIVE_PROVENANCE_R009,QUALIFIED,QUALIFY,Core provenance 未闭合；仅保留测量边界，不作新增数字或认证主张。
R009-C071,8.3 主口径下的排序测量,253,表 4 给出 detection score 在六个主 evaluation units 上的连续角误差排序。NRC 均小于 1，说明检测分数通常包含角度风险信息，但其强弱差异明显；这一结论是 informative ranking，而不是 calibrated probability。,b36964ed53b52e0ae573552c8ab434f3cb7ff51eb9bee606f3727e31049a5eb4,NRC/AURC,multiple_or_not_explicit,evaluation unit,orientation-specific measurement,NOT_RUN_PROVENANCE,top_journal_v3_reaudit_055/paper_A_orientation_protocol/scripts/run_a4_fixed_dose_r009.py,top_journal_v3_reaudit_055/paper_A_orientation_protocol/reports/a4_raw_prediction_inventory_r009.csv,INCONCLUSIVE_PROVENANCE_R009,QUALIFIED,QUALIFY,Core provenance 未闭合；仅保留测量边界，不作新增数字或认证主张。
R009-C072,8.3 主口径下的排序测量,255,**表 4　`ar>=2.1` 下 detection score 的连续角风险排序**,495885a64622441e40559938a89eecea7a22fe9f35f82b95b2342a8944d99083,measurement definition,multiple_or_not_explicit,evaluation unit,orientation-specific measurement,NOT_RUN_PROVENANCE,top_journal_v3_reaudit_055/paper_A_orientation_protocol/scripts/run_a4_fixed_dose_r009.py,top_journal_v3_reaudit_055/paper_A_orientation_protocol/reports/a4_raw_prediction_inventory_r009.csv,INCONCLUSIVE_PROVENANCE_R009,QUALIFIED,QUALIFY,Core provenance 未闭合；仅保留测量边界，不作新增数字或认证主张。
R009-C073,8.3 主口径下的排序测量,266,DOTA clean units 的 detection-score NRC 分别为 0.6912（Oriented R-CNN）和 0.6458（Rotated RTMDet-M），与“检测分数通常 informative、但远非 oracle”这一边界一致。,18cace67eeccfeafa24945de1442b30fea3a052f37b969f4122fc17859889c93,NRC/AURC,multiple_or_not_explicit,evaluation unit,orientation-specific measurement,NOT_RUN_PROVENANCE,top_journal_v3_reaudit_055/paper_A_orientation_protocol/scripts/run_a4_fixed_dose_r009.py,top_journal_v3_reaudit_055/paper_A_orientation_protocol/reports/a4_raw_prediction_inventory_r009.csv,INCONCLUSIVE_PROVENANCE_R009,QUALIFIED,QUALIFY,Core provenance 未闭合；仅保留测量边界，不作新增数字或认证主张。
R009-C074,8.4 固定尺寸分箱的几何分析,268,### 8.4 固定尺寸分箱的几何分析,90be8b8cb2f0aaf69ca7a563a6e6833a3b1d88d3bc2c367c15c7e19585d921bc,measurement definition,multiple_or_not_explicit,evaluation unit,orientation-specific measurement,NOT_RUN_PROVENANCE,top_journal_v3_reaudit_055/paper_A_orientation_protocol/scripts/run_a4_fixed_dose_r009.py,top_journal_v3_reaudit_055/paper_A_orientation_protocol/reports/a4_raw_prediction_inventory_r009.csv,INCONCLUSIVE_PROVENANCE_R009,QUALIFIED,QUALIFY,Core provenance 未闭合；仅保留测量边界，不作新增数字或认证主张。
